CNAE,UF,count_contratos,valor_total,valor_medio,n_orgaos,n_meis
4744001,GO,2,297700.0,148850.0,2,2
5620102,MG,2,1095680.0,547840.0,2,2
9609206,SP,2,659250.0,329625.0,1,1
7911200,MG,2,6973680.0,3486840.0,2,2
3329501,RS,1,50000.0,50000.0,1,1
4742300,BA,1,7521012.0,7521012.0,1,1
2539001,MT,1,17900.0,17900.0,1,1
4321500,75837645,1,220000.0,220000.0,1,1
7319002,75084140,1,50925.0,50925.0,1,1
4520001,75810000,1,95200.0,95200.0,1,1
4752100,PB,1,202800.0,202800.0,1,1
8219901,RN,1,287400.0,287400.0,1,1
1821100,BA,1,70000.0,70000.0,1,1
4752100,BA,2,1180000.0,590000.0,2,2
3291400,PE,1,651000.0,651000.0,1,1
8230001,CONJUNTO ROMILDO FERREIRA DO AMARAL,2,101000.0,50500.0,2,1
2532201,PR,1,24250.0,24250.0,1,1
3329501,GO,1,150000.0,150000.0,1,1
1091102,RS,4,1321275.0,330318.75,3,3
4761003,SC,1,18646008.0,18646008.0,1,1
4743100,73900000,1,20120.0,20120.0,1,1
4754703,MG,1,163200.0,163200.0,1,1
4723700,GO,1,555200.0,555200.0,1,1
8599604,SE,1,14500.0,14500.0,1,1
9002702,RJ,1,588000.0,588000.0,1,1
3212400,MG,1,4957.0,4957.0,1,1
1091101,SC,1,122315.0,122315.0,1,1
4929901,SP,1,0.0,0.0,1,1
8129000,PB,1,165000.0,165000.0,1,1
4789002,76056149,3,62400.0,20800.0,1,1
5912099,GO,1,247920.0,247920.0,1,1
7733100,SP,1,34896.0,34896.0,1,1
9001902,PI,4,210000.0,52500.0,1,2
4722902,PB,1,949500.0,949500.0,1,1
1412601,PA,1,281000.0,281000.0,1,1
4763604,PR,1,85332.0,85332.0,1,1
4321500,PA,1,542500.0,542500.0,1,1
0161002,BA,2,6870336.0,3435168.0,1,2
1412602,TO,1,85766.0,85766.0,1,1
4772500,MT,1,599994.0,599994.0,1,1
4520005,RJ,2,684400.0,342200.0,2,1
3299004,RJ,2,307800.0,153900.0,2,1
2330399,MG,1,0.0,0.0,1,1
4722901,BA,1,203515.0,203515.0,1,1
9529103,30120074,1,14300.0,14300.0,1,1
1412602,SP,23,3048046.0,132523.73913043478,15,16
4399103,PR,21,124109574.0,5909979.714285715,14,16
5223100,RS,2,81600.0,40800.0,2,2
4789007,MG,12,1776892.0,148074.33333333334,10,4
4781400,SP,58,5531499.0,95370.6724137931,41,23
2349499,PE,1,360000.0,360000.0,1,1
4763601,SP,28,1748598.0,62449.92857142857,10,7
4759899,BA,12,124897.0,10408.083333333334,7,1
4751201,SP,74,4985973.0,67378.01351351352,26,20
3299003,SP,22,671980.0,30544.545454545456,4,4
3314720,PR,7,3759400.0,537057.1428571428,1,1
8592999,RJ,28,2324200.0,83007.14285714286,14,15
9609299,RS,11,7327516.0,666137.8181818182,10,10
4712100,RS,8,858179.0,107272.375,4,3
8230001,MARIANO PROCOPIO,1,1613334.0,1613334.0,1,1
3314702,MG,2,506000.0,253000.0,1,1
4789002,SC,4,53120.0,13280.0,3,3
4530705,SP,1,742800.0,742800.0,1,1
9602502,SP,5,922650.0,184530.0,5,5
9529102,BA,12,70985142.0,5915428.5,10,10
4789001,MG,3,432150.0,144050.0,3,3
3319800,PE,1,598800.0,598800.0,1,1
8592999,PR,76,31639633.0,416310.9605263158,24,43
9001906,CE,3,324120.0,108040.0,3,3
8130300,PE,2,270000.0,135000.0,2,2
4930202,BA,7,908228.0,129746.85714285714,2,2
3321000,SP,1,161000.0,161000.0,1,1
9001901,PE,3,1586077.0,528692.3333333334,2,3
4330404,SC,2,727495.0,363747.5,2,2
9001901,28894020,2,27680.0,13840.0,1,1
4756300,RS,4,229000.0,57250.0,3,2
5611205,RJ,5,21759859.0,4351971.8,2,1
4782201,RS,1,500000.0,500000.0,1,1
2229399,RS,1,71200.0,71200.0,1,1
0322104,PR,1,150350.0,150350.0,1,1
4924800,SC,22,9052198.0,411463.54545454547,3,10
4754702,ES,4,520000.0,130000.0,1,1
1813001,MG,4,399845.0,99961.25,4,3
4321500,ES,1,30000.0,30000.0,1,1
4399103,RN,5,575091824.0,115018364.8,2,3
4743100,RS,4,854396.0,213599.0,4,4
4744099,GO,10,934319.0,93431.9,6,5
8592999,SE,2,200000.0,100000.0,1,1
4743100,GO,3,33900.0,11300.0,3,2
3314711,73930000,5,89460.0,17892.0,1,1
9602501,ES,4,1108000.0,277000.0,3,3
1096100,RS,3,8119799.0,2706599.6666666665,2,2
1094500,BA,1,14777634.0,14777634.0,1,1
4321500,BA,3,12431280.0,4143760.0,2,3
1352900,MG,2,321630.0,160815.0,2,2
7912100,SC,1,444000.0,444000.0,1,1
8219999,74455552,3,1400000.0,466666.6666666667,3,1
9609299,GO,3,309800.0,103266.66666666667,3,3
7739099,PE,1,540000.0,540000.0,1,1
8599605,BA,1,22000.0,22000.0,1,1
5811500,SC,2,358320.0,179160.0,2,2
4322302,75490000,3,466500.0,155500.0,2,1
1629301,PR,1,8098464.0,8098464.0,1,1
4712100,GO,4,1188500.0,297125.0,4,2
4785799,SP,3,495222.0,165074.0,1,1
4722902,PA,2,586922.0,293461.0,1,1
1813099,MG,2,6274526.0,3137263.0,2,2
4773300,SP,2,100931.0,50465.5,2,1
3240099,MG,1,300000.0,300000.0,1,1
1412602,AL,1,30600.0,30600.0,1,1
5611204,PB,1,122400.0,122400.0,1,1
4321500,PB,3,1275000.0,425000.0,2,3
4783101,SP,2,110000.0,55000.0,2,2
9001902,82630220,1,250000.0,250000.0,1,1
5611204,BA,2,870000.0,435000.0,2,2
9602501,BA,2,7504704.0,3752352.0,2,2
8593700,18685510,1,243400.0,243400.0,1,1
4755503,PR,3,206000.0,68666.66666666667,1,1
4930201,MS,4,4287000.0,1071750.0,1,4
4732600,GO,2,145200.0,72600.0,1,1
4756300,GO,1,580000.0,580000.0,1,1
7319099,CASA,1,225000.0,225000.0,1,1
9529102,MINEIRINHO,1,74680.0,74680.0,1,1
4763602,RS,1,16000.0,16000.0,1,1
8593700,PR,2,50000.0,25000.0,1,1
4789099,SC,1,496032.0,496032.0,1,1
1412601,76300000,1,670000.0,670000.0,1,1
2512800,PB,2,14238672.0,7119336.0,2,2
5611205,PR,1,41667.0,41667.0,1,1
4924800,37476000,1,0.0,0.0,1,1
4520006,RO,1,970060.0,970060.0,1,1
4330499,87721899,1,184845746.0,184845746.0,1,1
4520008,BA,1,600000.0,600000.0,1,1
4520007,TO,1,48000.0,48000.0,1,1
3313901,SP,2,389000.0,194500.0,2,2
5813100,RS,1,200000.0,200000.0,1,1
8230002,71693500,1,400000.0,400000.0,1,1
9329899,PE,2,70000.0,35000.0,1,1
5813100,GO,11,536384.0,48762.181818181816,1,1
1412601,PB,1,361620.0,361620.0,1,1
5620102,24931840,1,6444996.0,6444996.0,1,1
4520006,CE,3,1258000.0,419333.3333333333,1,1
4763602,GO,1,31500.0,31500.0,1,1
1629301,RN,3,945770.0,315256.6666666667,2,1
4789008,35380000,1,28000.0,28000.0,1,1
2539001,TO,1,85000.0,85000.0,1,1
4330499,PR,1,636000.0,636000.0,1,1
2599399,MG,1,185000.0,185000.0,1,1
5611204,ES,1,30000.0,30000.0,1,1
3101200,SC,1,373300.0,373300.0,1,1
1629301,SE,1,616800.0,616800.0,1,1
9001902,96070861,1,45000.0,45000.0,1,1
8592999,RN,1,238333.0,238333.0,1,1
7723300,ES,2,290500.0,145250.0,1,2
4930202,ES,1,9218880.0,9218880.0,1,1
9529102,ES,1,49000.0,49000.0,1,1
4520006,SP,49,3166273.0,64617.816326530614,4,4
5611201,MG,13,13545383330.0,1041952563.8461539,12,12
8599699,SP,105,47534714.0,452711.5619047619,60,80
8592903,RS,37,7075410.0,191227.2972972973,27,29
8230002,MG,5,6107142.0,1221428.4,5,5
4751202,SP,35,1117525.0,31929.285714285714,5,2
7319099,MG,25,1866655.0,74666.2,13,14
4322302,GO,22,4051875.0,184176.13636363635,14,12
4761002,SP,1,13240.0,13240.0,1,1
4520006,73820000,6,2489569.0,414928.1666666667,1,1
4744099,DF,8,933740.0,116717.5,4,3
4520002,RS,17,31443050.0,1849591.1764705882,7,7
7911200,GO,3,133900.0,44633.333333333336,2,1
4721103,PE,1,119650.0,119650.0,1,1
4330404,PR,18,20523448.0,1140191.5555555555,12,13
4520007,AM,1,400000.0,400000.0,1,1
7721700,MG,4,755180.0,188795.0,4,4
8592999,SC,38,33208261.0,873901.6052631579,23,30
9001906,SP,44,3846094.0,87411.22727272728,27,27
9511800,MG,30,18088134.0,602937.8,25,22
5611204,PE,1,150000.0,150000.0,1,1
1629301,SC,8,1406689.0,175836.125,6,6
3101200,PR,9,2429608.0,269956.44444444444,8,6
4321500,PE,1,182160.0,182160.0,1,1
3314719,SP,18,627770.0,34876.11111111111,7,3
4754701,PR,4,670640.0,167660.0,4,3
4751201,CE,12,2919012.0,243251.0,9,4
9001902,40430190,1,40900.0,40900.0,1,1
7739003,MG,12,2628048.0,219004.0,9,7
8130300,BA,9,955480.0,106164.44444444444,4,4
8592902,MS,3,105000.0,35000.0,1,1
4322302,RS,30,3001585.0,100052.83333333333,15,16
4712100,58280000,1,220645.0,220645.0,1,1
4520002,GO,13,931413.0,71647.15384615384,7,5
1340599,SP,8,228330.0,28541.25,3,4
4399103,SC,7,40980182.0,5854311.714285715,7,7
4322303,RS,5,77330.0,15466.0,3,2
4923001,RN,6,8373760.0,1395626.6666666667,1,6
5620102,GO,2,615200.0,307600.0,2,2
1099604,GO,1,3900.0,3900.0,1,1
9529102,PE,3,1641235.0,547078.3333333334,3,1
8599699,MT,1,51750.0,51750.0,1,1
1422300,MG,1,1590000.0,1590000.0,1,1
9001901,BA,3,762361.0,254120.33333333334,3,3
8219999,MG,8,3469128.0,433641.0,8,8
7733100,MS,1,45000.0,45000.0,1,1
7319099,77760000,1,112650.0,112650.0,1,1
5819100,SC,1,43100.0,43100.0,1,1
5812301,MG,6,3155182.0,525863.6666666666,4,4
6190699,PA,1,759027.0,759027.0,1,1
4762800,MG,1,58000.0,58000.0,1,1
4789002,PR,3,345710.0,115236.66666666667,3,3
8599605,PE,1,25506.0,25506.0,1,1
9529199,GO,2,35300.0,17650.0,1,1
7420001,TO,1,534000.0,534000.0,1,1
9329899,ES,4,498400.0,124600.0,4,4
4322302,AC,1,293300.0,293300.0,1,1
4723700,MA,1,36000.0,36000.0,1,1
4924800,PR,10,25619494.0,2561949.4,5,10
4789004,MS,4,323990.0,80997.5,4,1
4723700,MG,6,59788731.0,9964788.5,6,6
2330399,RS,1,424500.0,424500.0,1,1
5819100,RUBEM BERTA,1,93800.0,93800.0,1,1
8230001,PA,2,350000.0,175000.0,2,1
7729202,TO,1,0.0,0.0,1,1
8599603,BA,2,324001.0,162000.5,2,2
5811500,RJ,2,140500.0,70250.0,2,2
7912100,RN,2,699519.0,349759.5,2,1
7420002,BA,2,368000.0,184000.0,2,2
7911200,RS,4,400367.0,100091.75,3,3
3101200,RJ,2,344900.0,172450.0,1,1
2542000,MG,10,1268000.0,126800.0,8,10
8130300,ES,1,385658.0,385658.0,1,1
1721400,SP,2,41846.0,20923.0,1,1
5611203,MG,16,7780027.0,486251.6875,14,16
2349499,ES,1,72000.0,72000.0,1,1
8592903,GO,4,1002000.0,250500.0,4,4
5912099,MG,5,2998774.0,599754.8,4,5
8599699,88332230,1,7750476.0,7750476.0,1,1
3313901,CE,2,264000.0,132000.0,1,1
4724500,RS,1,203360.0,203360.0,1,1
4330402,RS,1,33500.0,33500.0,1,1
4774100,RN,1,601500.0,601500.0,1,1
5811500,PI,1,12000.0,12000.0,1,1
4789099,RN,2,149650.0,74825.0,2,2
4543900,MG,2,925865.0,462932.5,2,2
2330399,GO,1,429600.0,429600.0,1,1
4789099,PR,3,59228.0,19742.666666666668,3,1
1091102,MG,4,620885.0,155221.25,4,4
5612100,MG,2,11800.0,5900.0,2,2
9529105,75620000,4,570000.0,142500.0,1,1
3103900,GO,1,16500.0,16500.0,1,1
4330404,RJ,1,72000.0,72000.0,1,1
0159801,PR,1,117600.0,117600.0,1,1
9001901,PB,3,221300.0,73766.66666666667,3,1
1093701,CE,1,517000.0,517000.0,1,1
5611201,MA,1,66000.0,66000.0,1,1
4781400,CE,2,582750.0,291375.0,2,2
8593700,SC,1,112000.0,112000.0,1,1
5811500,PR,3,376440.0,125480.0,3,3
3212400,RS,2,245500.0,122750.0,1,1
9001906,AL,1,176000.0,176000.0,1,1
7732201,BA,2,5187548.0,2593774.0,2,2
5229002,SP,3,63000.0,21000.0,2,2
4729699,14802450,1,139100.0,139100.0,1,1
9001902,95720000,1,35000.0,35000.0,1,1
4541207,BA,1,901692.0,901692.0,1,1
4330402,GO,1,26000.0,26000.0,1,1
5812301,MA,1,540000.0,540000.0,1,1
4754701,RJ,2,3619834.0,1809917.0,1,1
3319800,PB,1,273000.0,273000.0,1,1
8592903,18115390,1,6200004.0,6200004.0,1,1
3321000,LAS PALMAS,2,934700.0,467350.0,1,1
9001902,24902430,1,200000.0,200000.0,1,1
4520006,76555000,2,964250.0,482125.0,2,1
2349499,BA,1,400000.0,400000.0,1,1
4754703,RS,1,165265.0,165265.0,1,1
4789003,PB,1,1500.0,1500.0,1,1
4789003,BA,1,600000.0,600000.0,1,1
5620102,RS,2,50000.0,25000.0,1,1
3101200,RN,1,600000.0,600000.0,1,1
5091201,BA,1,350000.0,350000.0,1,1
4789099,76710000,2,30598.0,15299.0,1,1
3101200,76485000,1,6846312.0,6846312.0,1,1
4724500,GO,66,1894145.0,28699.166666666668,6,3
7731400,GO,1,480000.0,480000.0,1,1
8599603,PB,1,138000.0,138000.0,1,1
7739099,BA,1,611380.0,611380.0,1,1
4789002,76400000,2,374400.0,187200.0,2,1
8592999,52030010,2,80000.0,40000.0,1,1
3329501,MA,1,4500.0,4500.0,1,1
4329103,PR,1,29500.0,29500.0,1,1
8599604,94945410,1,46000.0,46000.0,1,1
9529199,RS,1,440000.0,440000.0,1,1
4330499,SC,1,278400.0,278400.0,1,1
7490102,SP,2,113000.0,56500.0,1,1
4924800,PI,1,564000.0,564000.0,1,1
8592999,75705070,1,142050.0,142050.0,1,1
4789005,PA,1,149960.0,149960.0,1,1
9529102,CENTRO,2,609200.0,304600.0,2,1
4399105,PB,2,621300.0,310650.0,1,1
8130300,PB,2,362100.0,181050.0,1,2
5590699,PA,1,2132910.0,2132910.0,1,1
1340501,SP,4,19150.0,4787.5,1,1
9001902,SP,369,185072868.0,501552.48780487804,86,213
4744099,PB,5,7611651.0,1522330.2,5,5
4520005,MT,3,518400.0,172800.0,2,2
8599604,SP,41,7030986.0,171487.46341463414,26,28
7319099,76280000,14,2059854.0,147132.42857142858,1,1
4763602,ES,2,981527.0,490763.5,1,1
9602501,RS,16,2752174.0,172010.875,11,13
3101200,FAZENDA GRANDE IV,1,180000.0,180000.0,1,1
9529102,RS,29,4981652.0,171781.10344827586,6,8
4321500,RS,70,62302834.0,890040.4857142858,33,34
4520007,PR,6,298500.0,49750.0,3,3
7420001,SC,7,730470.0,104352.85714285714,6,5
8230001,MG,74,14510435.0,196086.95945945947,55,64
4930202,GO,2,835320.0,417660.0,2,2
4753900,PR,1,61587.0,61587.0,1,1
4929901,PR,1,103960.0,103960.0,1,1
9001902,76630000,1,308684.0,308684.0,1,1
4321500,GO,13,1891930.0,145533.07692307694,10,11
2512800,RS,2,304998.0,152499.0,2,2
4520001,SP,41,7721330.0,188325.1219512195,16,17
5611204,RS,2,68500.0,34250.0,2,2
9001902,AL,13,2181000.0,167769.23076923078,5,6
4761003,CE,13,8750068.0,673082.1538461539,2,2
4530703,MG,5,1116227.0,223245.4,4,4
2539001,PR,3,121227683.0,40409227.666666664,3,3
4789004,RJ,1,68500.0,68500.0,1,1
4759801,MG,1,100000.0,100000.0,1,1
3299004,SP,2,232200.0,116100.0,2,2
5620104,MG,12,3376920.0,281410.0,10,10
4744099,BA,6,13924889.0,2320814.8333333335,4,4
4322302,PE,9,19197768.0,2133085.3333333335,5,4
4520005,SP,32,1934095.0,60440.46875,17,17
8592902,PR,15,4212550.0,280836.6666666667,7,11
9529105,PR,3,330000.0,110000.0,2,2
4930202,RS,6,371200.0,61866.666666666664,4,4
9609299,APT 602,4,275000.0,68750.0,2,1
4712100,BA,13,15917071.0,1224390.076923077,10,11
5912099,PA,1,582500.0,582500.0,1,1
1412601,GO,2,147595.0,73797.5,2,2
9609299,ES,1,92000.0,92000.0,1,1
1813001,76270000,1,2720.0,2720.0,1,1
4322301,MG,2,163000.0,81500.0,2,2
9529105,SE,1,52000.0,52000.0,1,1
9609299,BA,5,210000.0,42000.0,2,2
4712100,ES,7,580983.0,82997.57142857143,6,3
8592999,93218270,1,70000.0,70000.0,1,1
8592903,PE,5,665400.0,133080.0,2,3
4753900,RN,3,431450.0,143816.66666666666,3,3
4712100,PB,4,1659431.0,414857.75,3,4
8230001,MA,4,1190500.0,297625.0,3,3
8219901,SP,5,80000.0,16000.0,2,2
4930204,MG,1,4180000.0,4180000.0,1,1
9609206,RJ,1,80000.0,80000.0,1,1
8299799,SP,1,48000.0,48000.0,1,1
4753900,RJ,3,802500.0,267500.0,3,3
4789005,MG,1,100500.0,100500.0,1,1
9601701,SP,3,802120.0,267373.3333333333,2,2
9529102,GO,20,853833.0,42691.65,9,8
8219901,AL,1,902688.0,902688.0,1,1
8592999,82840310,2,86400.0,43200.0,1,1
9001901,82530195,2,86400.0,43200.0,1,1
3314710,SP,8,660675.0,82584.375,3,3
4330403,SP,6,372180.0,62030.0,5,5
5590699,MG,2,720000.0,360000.0,2,2
5611201,PA,1,86400.0,86400.0,1,1
4761001,RJ,1,300000.0,300000.0,1,1
7420004,CE,5,1007880.0,201576.0,2,2
5223100,74030065,1,276000.0,276000.0,1,1
9511800,PA,2,1341455.0,670727.5,1,1
4759899,RS,1,9900.0,9900.0,1,1
4520001,76555000,2,1224000.0,612000.0,1,1
4729699,MT,1,150000.0,150000.0,1,1
4713002,MG,2,0.0,0.0,1,1
1412601,RS,5,21682260.0,4336452.0,5,5
4772500,PR,3,900359.0,300119.6666666667,3,3
8020002,RS,1,308000.0,308000.0,1,1
4759801,74946643,1,123940.0,123940.0,1,1
8230002,PA,1,13500.0,13500.0,1,1
4754701,MS,2,451700.0,225850.0,2,2
7911200,PE,2,195542.0,97771.0,2,1
4732600,BA,1,1691650.0,1691650.0,1,1
6190699,MG,2,125240.0,62620.0,2,2
8599604,MT,2,261000.0,130500.0,2,2
5611205,TO,1,15000.0,15000.0,1,1
4929902,RN,1,210000.0,210000.0,1,1
4789004,RN,3,280000.0,93333.33333333333,3,1
2539001,76660000,1,579400.0,579400.0,1,1
8592999,TO,1,194520.0,194520.0,1,1
9001901,DF,1,116800.0,116800.0,1,1
4757100,RN,1,513350.0,513350.0,1,1
3600602,PE,1,631750.0,631750.0,1,1
9001902,75400000,2,128000.0,64000.0,2,1
8219999,76510000,1,43500.0,43500.0,1,1
4520001,MT,5,573600.0,114720.0,1,1
8592902,RJ,2,110000.0,55000.0,2,2
9001902,76387794,1,147900.0,147900.0,1,1
1095300,TO,1,48094.0,48094.0,1,1
4772500,RJ,1,367000.0,367000.0,1,1
4744002,SP,3,18350.0,6116.666666666667,2,2
9602501,GO,1,170000.0,170000.0,1,1
1411801,ES,1,64460.0,64460.0,1,1
9001902,MT,1,107145.0,107145.0,1,1
4759899,GO,2,1100000.0,550000.0,1,1
4321500,AC,1,538020.0,538020.0,1,1
5912001,RS,2,420000.0,210000.0,2,1
4761001,PR,2,815105.0,407552.5,2,2
1821100,75650000,2,325790.0,162895.0,1,1
9002702,SP,1,16650.0,16650.0,1,1
7990200,RS,2,465000.0,232500.0,2,2
4930201,SC,2,1118040.0,559020.0,2,2
4732600,PB,1,620000.0,620000.0,1,1
9529105,RJ,1,204051.0,204051.0,1,1
7319002,SC,2,4729046.0,2364523.0,2,2
4322302,87550057,1,180000.0,180000.0,1,1
9329899,SETOR VILA NOVA,1,447360.0,447360.0,1,1
9001902,JARDIM ESMERALDA,1,50000.0,50000.0,1,1
4924800,VILA 3 DE MARCO,1,836160.0,836160.0,1,1
7739099,74936250,1,211200.0,211200.0,1,1
9521500,SC,2,4239706.0,2119853.0,1,1
9512600,CASA,1,265766.0,265766.0,1,1
8592999,93701335,1,60000.0,60000.0,1,1
3101200,MS,1,12371998.0,12371998.0,1,1
4789099,MS,2,75048.0,37524.0,1,1
8599605,RS,1,75000.0,75000.0,1,1
9529105,RN,1,86400.0,86400.0,1,1
7319099,PA,1,432000.0,432000.0,1,1
9329899,RS,12,424820.0,35401.666666666664,10,8
7729202,PR,2,253000.0,126500.0,2,2
4520003,SP,10,139321.0,13932.1,4,4
3220500,BA,1,1706668.0,1706668.0,1,1
7319002,RJ,15,563327.0,37555.13333333333,15,4
4321500,DF,7,330750.0,47250.0,3,4
1412603,MG,2,170848.0,85424.0,1,1
4322302,PB,9,24931106.0,2770122.888888889,5,5
3101200,75065180,1,69720.0,69720.0,1,1
7319002,PR,76,5159462.0,67887.65789473684,48,4
4541206,PR,14,3220960.0,230068.57142857142,1,2
5819100,AM,2,578500.0,289250.0,1,1
4752100,MG,2,108500.0,54250.0,1,1
9001902,CE,9,1581784.0,175753.77777777778,7,3
8599699,89260785,4,451661.0,112915.25,1,1
1412603,MA,2,265200.0,132600.0,2,2
9001901,RS,29,4381084.0,151071.8620689655,15,18
4520001,73930000,1,478335.0,478335.0,1,1
4721102,SP,25,2352644.0,94105.76,4,3
9001901,04166003,1,40000.0,40000.0,1,1
0161003,MT,2,332840.0,166420.0,1,1
1822901,SP,18,441261.0,24514.5,11,7
3314707,MG,3,542520.0,180840.0,3,3
8130300,RS,14,31963221.0,2283087.214285714,13,14
2599301,PR,1,2715214.0,2715214.0,1,1
4743100,PE,2,20600.0,10300.0,2,2
4322302,BA,15,38668443.0,2577896.2,11,14
5320201,SP,2,404000.0,202000.0,2,2
8599604,CE,3,1960292.0,653430.6666666666,2,2
4322302,ES,1,4000.0,4000.0,1,1
4753900,SC,7,252188.0,36026.857142857145,7,2
4530703,75340000,9,1185247.0,131694.11111111112,3,1
0161003,SP,2,186180.0,93090.0,2,2
4520005,RO,1,27650.0,27650.0,1,1
4330499,MS,1,315000.0,315000.0,1,1
5812302,SP,4,213679.0,53419.75,4,4
8599604,JARDIM SANTA BARBARA,4,244500.0,61125.0,1,1
4520002,BA,4,10339825.0,2584956.25,4,4
4930201,PR,5,2586400.0,517280.0,5,4
5620102,BA,2,214000.0,107000.0,2,2
4399199,MG,9,1943779.0,215975.44444444444,3,4
1359600,MG,2,58000.0,29000.0,2,1
7729202,RN,2,1527999.0,763999.5,2,2
3319800,RS,4,58300.0,14575.0,3,3
4399105,GO,4,149000.0,37250.0,1,1
4724500,PB,1,14168132.0,14168132.0,1,1
9609299,PE,1,120000.0,120000.0,1,1
8129000,MG,1,69600.0,69600.0,1,1
4744099,PE,2,27910.0,13955.0,2,2
7420001,PR,10,823650.0,82365.0,10,10
7420004,MT,2,490000.0,245000.0,1,1
8592902,81070000,6,245100.0,40850.0,1,1
7420001,RN,7,1085620.0,155088.57142857142,6,5
9529102,76350000,5,346196.0,69239.2,2,1
4761003,AL,2,737748.0,368874.0,1,1
8130300,GO,3,562100.0,187366.66666666666,2,2
9001901,GO,4,460600.0,115150.0,3,2
9001901,82560430,2,408600.0,204300.0,1,1
8592903,ES,5,1254000.0,250800.0,4,3
1821100,MG,1,75000.0,75000.0,1,1
9512600,MG,2,696020.0,348010.0,1,1
4929902,SC,2,1407066.0,703533.0,2,2
4789002,95250000,1,4500.0,4500.0,1,1
7739099,GO,2,1260000.0,630000.0,1,1
9529105,SC,2,54000.0,27000.0,2,2
3220500,ES,1,143000.0,143000.0,1,1
9001902,15051003,1,92000.0,92000.0,1,1
8219999,74423230,1,554400.0,554400.0,1,1
4774100,TO,1,170000.0,170000.0,1,1
4781400,76330000,2,864000.0,432000.0,2,1
8599603,GO,1,194520.0,194520.0,1,1
4724500,BA,3,1099894.0,366631.3333333333,3,3
2532201,RO,3,1174639.0,391546.3333333333,1,1
9529102,DF,3,1110609.0,370203.0,2,3
